 "Time [y]","dt_flow [y]","Global Water Mass in Liquid Phas [kg]","Water Mass [kg]","Water Mass [kg/y]","Water Mass [kg]","Water Mass [kg/y]","Water Mass [kg]","Water Mass [kg/y]","Region inlet Water Mass [kg]","Region outlet Water Mass [kg]","Region reaction_zone Water Mass [kg]"
  1.00000000E-01  3.34997780E-02  1.07530413E+09  5.97507089E+03  7.57456322E+04  5.01060683E+03  6.45754304E+04 -0.00000000E+00 -0.00000000E+00  2.53434861E+07  2.53434852E+07  1.93630030E+08
  2.00000000E-01  3.34997463E-02  1.07531884E+09  1.39017231E+04  7.97574518E+04  1.17977456E+04  6.83302489E+04 -0.00000000E+00 -0.00000000E+00  2.53434800E+07  2.53434799E+07  1.93647323E+08
  3.00000000E-01  1.00000000E-01  1.07533381E+09  2.19624473E+04  8.06072420E+04  1.87095835E+04  6.91183792E+04 -0.00000000E+00 -0.00000000E+00  2.53434738E+07  2.53434746E+07  1.93664849E+08
  4.00000000E-01  1.00000000E-01  1.07534890E+09  3.00851430E+04  8.12269569E+04  2.56786744E+04  6.96909089E+04 -0.00000000E+00 -0.00000000E+00  2.53434676E+07  2.53434692E+07  1.93682510E+08
