 "Time [y]","dt_flow [y]","Global Water Mass in Liquid Phas [kg]","Water Mass [kg]","Water Mass [kg/y]","Water Mass [kg]","Water Mass [kg/y]"
  1.00000000E-01  3.34997780E-02  2.07217373E+09 -2.19403877E+04 -3.05147735E+05 -0.00000000E+00 -0.00000000E+00
  2.00000000E-01  3.34997463E-02  2.07213851E+09 -5.71637844E+04 -3.60216749E+05 -0.00000000E+00 -0.00000000E+00
  3.00000000E-01  1.00000000E-01  2.07210180E+09 -9.38739041E+04 -3.67101198E+05 -0.00000000E+00 -0.00000000E+00
  4.00000000E-01  1.00000000E-01  2.07206530E+09 -1.30374133E+05 -3.65002287E+05 -0.00000000E+00 -0.00000000E+00
